,reported_acceptor,reported_donor,reference,DOI,Voc,Jsc,FF,PCE,acceptor_type,acceptor_class,fused_rings_in_core,donor_type,acc_SMILES_sidechains,acc_SMILES_shortened_sidechains,don_SMILES_sidechains,don_SMILES_shortened_sidechains
1661,FNIC1,PTB7-Th,,10.1021/jacs.8b04027,0.774,19.97,66.4,,sm,fused,9.0,polymer,N#CC(C#N)=C1C(=CC=2SC=3C=4SC5=C(SC6=C(C=7SC(=CC7)CCCCCC)C=8C=9SC=%10C=%11SC(C=C%12C(=O)C%13=CC(F)=C(F)C=C%13C%12=C(C#N)C#N)=CC%11C(C%14=CC=C(C=C%14)CCCCCC)(C%15=CC=C(C=C%15)CCCCCC)C%10C9SC8C(C=%16SC(=CC%16)CCCCCC)=C56)C4C(C%17=CC=C(C=C%17)CCCCCC)(C%18=CC=C(C=C%18)CCCCCC)C3C2)C(=O)C%19=CC(F)=C(F)C=C%191,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(sc5c(-c6ccc(CC)s6)c6c(sc7c8c(sc76)-c6sc(/C=C7\C(=O)c9cc(F)c(F)cc9C7=C(C#N)C#N)cc6C8(c6ccc(CC)cc6)c6ccc(CC)cc6)c(-c6ccc(CC)s6)c54)c32)cc1,FC1=C(C(OCC(CCCC)CC)=O)SC2=C(SC=C21)C(S3)=CC4=C3C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C6=C(C(F)=C(C(OCC(CCCC)CC)=O)S7)C7=C(S6)C(S8)=CC9=C8C(C%10=CC=C(CC(CCCC)CC)S%10)=C(C=C(C%11=C(C(F)=C(C(OCC(CCCC)CC)=O)S%12)C%12=C(S%11)C(S%13)=CC%14=C%13C(C%15=CC=C(CC(CC)CCCC)S%15)=C(C=CS%16)C%16=C%14C%17=CC=C(CC(CC)CCCC)S%17)S%18)C%18=C9C%19=CC=C(CC(CCCC)CC)S%19)S%20)C%20=C4C%21=CC=C(CC(CC)CCCC)S%21,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
1662,FNIC2,PTB7-Th,,10.1021/jacs.8b04027,0.741,23.93,73.4,,sm,fused,9.0,polymer,N#CC(C#N)=C1C(=CC=2SC3=C(SC=4C=5SC6=C(C=7SC(=CC7)CCCCCC)C8=C(SC=9C=%10SC=%11C=C(SC%11C%10C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C98)C=C%14C(=O)C%15=CC(F)=C(F)C=C%15C%14=C(C#N)C#N)C(C=%16SC(=CC%16)CCCCCC)=C6C5C(C%17=CC=C(C=C%17)CCCCCC)(C%18=CC=C(C=C%18)CCCCCC)C34)C2)C(=O)C%19=CC(F)=C(F)C=C%191,CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c(-c5ccc(CC)s5)c5c6c(sc5c(-c5ccc(CC)s5)c4c32)-c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,FC1=C(C(OCC(CCCC)CC)=O)SC2=C(SC=C21)C(S3)=CC4=C3C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C6=C(C(F)=C(C(OCC(CCCC)CC)=O)S7)C7=C(S6)C(S8)=CC9=C8C(C%10=CC=C(CC(CCCC)CC)S%10)=C(C=C(C%11=C(C(F)=C(C(OCC(CCCC)CC)=O)S%12)C%12=C(S%11)C(S%13)=CC%14=C%13C(C%15=CC=C(CC(CC)CCCC)S%15)=C(C=CS%16)C%16=C%14C%17=CC=C(CC(CC)CCCC)S%17)S%18)C%18=C9C%19=CC=C(CC(CCCC)CC)S%19)S%20)C%20=C4C%21=CC=C(CC(CC)CCCC)S%21,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
1663,a-IT-2F,PBDB-T,,10.1039/C8TA12530A,0.78,19.06,68.84,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C%15=CC(F)=C(F)C=C%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,CCC(CCCC)CC1=CC=C(S1)C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
1664,ITIC-2F_aldrich,PBDB-TF,,10.1021/jacs.8b13653,0.92,17.3,65.7,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C%15=CC(F)=C(F)C=C%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
1665,ITIC-3F,PBDB-TF,,10.1021/jacs.8b13653,0.89,19.4,66.5,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C%15=C(F)C(F)=C(F)C=C%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(cc(F)c(F)c5F)C4=C(C#N)C#N)sc23)cc1,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
1666,ITIC-6F,PBDB-TF,,10.1021/jacs.8b13653,0.82,21.6,67.4,,sm,fused,7.0,polymer,N#CC(C#N)=C1C(=CC=2SC3=C(SC=4C=5C=C6C(=CC5C(C7=CC=C(C=C7)CCCCCC)(C8=CC=C(C=C8)CCCCCC)C34)C=9SC=%10C=C(SC%10C9C6(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C%13C(=O)C%14=C(F)C(F)=C(F)C=C%14C%13=C(C#N)C#N)C2)C(=O)C%15=C(F)C(F)=C(F)C=C%151,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(cc(F)c(F)c7F)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(cc(F)c(F)c5F)C4=C(C#N)C#N)sc23)cc1,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
1667,B-PDI-B,P3HT,,10.1021/jp5093674,0.61,5.3,51.0,,sm,PDI,7.0,polymer,O=C1C2=CC=C3C=4C(=CC=5C(=O)N(C(=O)C6=CC=C(C7=C(C=C(C(=O)N1CC(CC)CCCC)C2=C37)C=8SC9=C(C8)C(C=%10SC(=CC%10)CC(CC)CCCC)=C%11SC=CC%11=C9C=%12SC(=CC%12)CC(CC)CCCC)C4C65)CC(CC)CCCC)C=%13SC=%14C(C%13)=C(C=%15SC(=CC%15)CC(CC)CCCC)C=%16SC=CC%16C%14C=%17SC(=CC%17)CC(CC)CCCC,CCc1ccc(-c2c3cc(-c4cc5c6c(ccc7c8c(-c9cc%10c(-c%11ccc(CC)s%11)c%11sccc%11c(-c%11ccc(CC)s%11)c%10s9)cc9c%10c(ccc(c4c67)c%108)C(=O)N(CC)C9=O)C(=O)N(CC)C5=O)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,CCCCCCC1=CSC(C2=C(CCCCCC)C=C(C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=C(CCCCCC)C=C(C6=C(CCCCCC)C=CS6)S5)S4)S3)S2)=C1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC
1668,IDFBR,P3HT,,10.1038/nmat4797,0.89,7.4,68.0,,sm,fused,5.0,polymer,O=C1C(SC(=S)N1CC)=CC2=CC=C(C3=NSN=C32)C=4C=CC=5C=6C=C7C(=CC6C(C5C4)(CCCCCCCC)CCCCCCCC)C=8C=CC(=CC8C7(CCCCCCCC)CCCCCCCC)C9=CC=C(C=C%10SC(=S)N(C%10=O)CC)C%11=NSN=C%119,CCN1C(=O)/C(=C/c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc5c(cc3-4)C(CC)(CC)c3cc(-c4ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc46)ccc3-5)c3nsnc23)SC1=S,CCCCCCC1=CSC(C2=C(CCCCCC)C=C(C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=C(CCCCCC)C=C(C6=C(CCCCCC)C=CS6)S5)S4)S3)S2)=C1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC
1669,NTz-Teh-FA,P3HT,,10.1038/s41427-018-0088-4,0.95,2.13,53.0,,sm,fused,5.0,polymer,O=C(N(C(CCCCCC)C)C1=O)C(C1=C2)=CC3=C2C4=CC=CC5=C4C3=CC=C5C6=C(CC(CCCC)CC)C=C(C7=CC8=C(C=C(C9=CC(CC(CC)CCCC)=C(C%10=CC=C%11C%12=C%10C=CC=C%12C%13=C%11C=C(C(N(C(CCCCCC)C)C%14=O)=O)C%14=C%13)S9)C%15=NSN=C%158)C%16=NSN=C7%16)S6,CCc1cc(-c2cc3c(cc(-c4cc(CC)c(-c5ccc6c7c(cccc57)-c5cc7c(cc5-6)C(=O)N(CC)C7=O)s4)c4nsnc43)c3nsnc23)sc1-c1ccc2c3c(cccc13)-c1cc3c(cc1-2)C(=O)N(CC)C3=O,CCCCCCC1=CSC(C2=C(CCCCCC)C=C(C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=C(CCCCCC)C=C(C6=C(CCCCCC)C=CS6)S5)S4)S3)S2)=C1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC
1670,FNTz-Teh-FA,P3HT,,10.1038/s41427-018-0088-4,0.89,5.81,60.0,,sm,fused,5.0,polymer,O=C(N(C(CCCCCC)C)C1=O)C(C1=C2)=CC3=C2C4=CC=CC5=C4C3=CC=C5C6=C(CC(CCCC)CC)C=C(C7=C(F)C8=C(C(F)=C(C9=CC(CC(CC)CCCC)=C(C%10=CC=C%11C%12=C%10C=CC=C%12C%13=C%11C=C(C(N(C(CCCCCC)C)C%14=O)=O)C%14=C%13)S9)C%15=NSN=C%158)C%16=NSN=C7%16)S6,CCc1cc(-c2c(F)c3c4nsnc4c(-c4cc(CC)c(-c5ccc6c7c(cccc57)-c5cc7c(cc5-6)C(=O)N(CC)C7=O)s4)c(F)c3c3nsnc23)sc1-c1ccc2c3c(cccc13)-c1cc3c(cc1-2)C(=O)N(CC)C3=O,CCCCCCC1=CSC(C2=C(CCCCCC)C=C(C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=C(CCCCCC)C=C(C6=C(CCCCCC)C=CS6)S5)S4)S3)S2)=C1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC
1671,Y2,PBDB-T,,10.1038/s41467-019-08386-9,0.82,23.56,69.4,,sm,y,8.0,polymer,N#C/C(C#N)=C1C(C(C2=CSC=C2\1)=O)=CC3=CC(SC4=C5N(CC(CCCC)CC)C6=C4C7=NN(CC(CCCC)CC)N=C7C8=C6N(CC(CCCC)CC)C9=C8SC%10=C9SC(C=C%11C(C%12=CSC=C%12/C%11=C(C#N)/C#N)=O)=C%10)=C5S3,CCN1N=C2C(C3=C(C4=C2C5=C(N4CC)C6=C(C=C(S6)/C=C7C(C8=CSC=C8C\7=C(C#N)/C#N)=O)S5)N(CC)C9=C3SC%10=C9SC(/C=C%11C(C%12=CSC=C%12C\%11=C(C#N)/C#N)=O)=C%10)=N1,CCC(CCCC)CC1=CC=C(S1)C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
1672,MO-IDIC,PTQ10,,10.1038/s41467-019-08508-3,0.9690000000000001,16.92,68.1,,sm,fused,5.0,polymer,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(CCCCCC)CCCCCC)=C(S3)C5=C4C(OC)=C(C(SC(/C=C6C(C(C=CC=C7)=C7C\6=C(C#N)/C#N)=O)=C8)=C8C9(CCCCCC)CCCCCC)C9=C5OC,COC1=C(C(CC)(C2=C3SC(/C=C4C(C5=C(C\4=C(C#N)/C#N)C=CC=C5)=O)=C2)CC)C3=C(OC)C6=C1C7=C(C=C(S7)/C=C8C(C9=C(C\8=C(C#N)/C#N)C=CC=C9)=O)C6(CC)CC,FC(C(F)=C(C1=CC=C(C2=C(F)C(F)=C(C3=CC=C(C4=C(F)C(F)=CC5=C4N=CC(OCC(CCCCCC)CCCCCCCC)=N5)S3)C6=C2N=CC(OCC(CCCCCC)CCCCCCCC)=N6)S1)C7=C8N=CC(OCC(CCCCCC)CCCCCCCC)=N7)=C8C9=CC=CS9,CCOc1cnc2c(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7ncc(OCC)nc67)s5)c5ncc(OCC)nc45)s3)c(F)c(F)cc2n1
1673,MO-IDIC-2F,PTQ10,,10.1038/s41467-019-08508-3,0.9059999999999999,19.87,74.8,,sm,fused,5.0,polymer,O=C(C(C=CC(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(CCCCCC)CCCCCC)=C(S3)C5=C4C(OC)=C(C(SC(/C=C6C(C(C=CC(F)=C7)=C7C\6=C(C#N)/C#N)=O)=C8)=C8C9(CCCCCC)CCCCCC)C9=C5OC,COC1=C(C(CC)(C2=C3SC(/C=C4C(C5=C(C\4=C(C#N)/C#N)C=C(F)C=C5)=O)=C2)CC)C3=C(OC)C6=C1C7=C(C=C(S7)/C=C8C(C9=C(C\8=C(C#N)/C#N)C=C(F)C=C9)=O)C6(CC)CC,FC(C(F)=C(C1=CC=C(C2=C(F)C(F)=C(C3=CC=C(C4=C(F)C(F)=CC5=C4N=CC(OCC(CCCCCC)CCCCCCCC)=N5)S3)C6=C2N=CC(OCC(CCCCCC)CCCCCCCC)=N6)S1)C7=C8N=CC(OCC(CCCCCC)CCCCCCCC)=N7)=C8C9=CC=CS9,CCOc1cnc2c(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7ncc(OCC)nc67)s5)c5ncc(OCC)nc45)s3)c(F)c(F)cc2n1
1674,PTICH,PBDB-TF,,10.1038/s41467-019-10098-z,0.92,8.22,54.0,,sm,unfused,2.0,polymer,O=C1C2=C(C(/C1=C/C3=CC=C(C(C=C4OCC(CCCCCC)CCCCCCCC)=C(OCC(CCCCCCCC)CCCCCC)C=C4C5=CC=C(/C=C6/C(C7=C(C6=O)C=C(F)C(F)=C7)=C(C#N)\C#N)S5)S3)=C(C#N)/C#N)C=C(F)C(F)=C2,CCOc1cc(-c2ccc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)c(OCC)cc1-c1ccc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)s1,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
